PersonType,Age,CityState,Injury,SafetyDevice,Date,Time,County,Location,Troop
ADULT,78,"GRAVOIS MILLS, MO",MODERATE,YES,2024-03-05,9:50AM,MORGAN,MO-5 AND ROUTE TT,F
ADULT,35,"VERSAILLES,MO",MODERATE,NO,2024-03-05,9:50AM,MORGAN,MO-5 AND ROUTE TT,F
ADULT,60,"NEW HAVEN, MO",MINOR,YES,2024-03-04,2:20PM,GASCONADE,HIGHWAY 100 AT PAC LANE,F
ADULT,73,"AURORA, CO",NO INJURY,YES,2024-03-04,2:55AM,COOPER,EASTBOUND I-70 AT THE 98 MILE MARKER,F
ADULT,25,"NELSON, MO",NO INJURY,YES,2024-03-04,2:55AM,COOPER,EASTBOUND I-70 AT THE 98 MILE MARKER,F
ADULT,56,"MADISON, NEBRASKA",MINOR,NO,2024-03-04,2:55AM,COOPER,EASTBOUND I-70 AT THE 98 MILE MARKER,F
ADULT,41,"TAMPA, FL",NO INJURY,YES,2024-03-04,2:55AM,COOPER,EASTBOUND I-70 AT THE 98 MILE MARKER,F
ADULT,59,"ELDON, MO",NO INJURY,NO,2024-03-03,9:38PM,MORGAN,RT. T -- 300 FEET SOUTH OF COON CLUB ROAD,F
ADULT,59,"ELDON, MO",SERIOUS,NO,2024-03-03,9:38PM,MORGAN,RT. T -- 300 FEET SOUTH OF COON CLUB ROAD,F
ADULT,55,"KAISER, MO",MODERATE,YES,2024-03-03,5:20PM,MILLER,MO 42 WESTBOUND APPROXIMATELY 1858 FEET WEST OF MO 134,F
ADULT,48,"COLUMBIA, MO",MODERATE,YES,2024-03-03,11:40AM,CALLAWAY,3704 HWY UU,F
ADULT,23,"CALIFORNIA, MO",MINOR,YES,2024-03-01,5:02PM,MONITEAU,MO 87 NORTHBOUND AT ROACHE ST,F
ADULT,35,"CALIFORNIA, MO",NO INJURY,YES,2024-03-01,5:02PM,MONITEAU,MO 87 NORTHBOUND AT ROACHE ST,F
ADULT,48,"JEFFERSON CITY, MO",MODERATE,NO,2024-02-29,5:06PM,COLE,5123 ROLING ROAD,F
ADULT,54,"DESPERES, MO",MODERATE,YES,2024-02-29,7:35AM,COOPER,I-70 WESTBOUND AT 97 MILE MARKER,F
ADULT,34,"LONGMONT, CO",MINOR,YES,2024-02-29,7:35AM,COOPER,I-70 WESTBOUND AT 97 MILE MARKER,F
ADULT,43,"ASHLAND, MO",NO INJURY,YES,2024-02-28,5:45PM,MONTGOMERY,WESTBOUND INTERSTATE 70 AT THE 168 MILE MARKER,F
ADULT,56,"AUXVASSE, MO",MODERATE,NO,2024-02-28,5:45PM,MONTGOMERY,WESTBOUND INTERSTATE 70 AT THE 168 MILE MARKER,F
ADULT,54,"VALLE HERMOSO, MEXICO",NO INJURY,EXEMPT,2024-02-28,5:45PM,MONTGOMERY,WESTBOUND INTERSTATE 70 AT THE 168 MILE MARKER,F
ADULT,22,"MEXICO, MO",MINOR,YES,2024-02-28,6:15AM,AUDRAIN,MO 15 AT AUDRAIN ROAD 367,F
ADULT,23,"DIXON, MO",NO INJURY,YES,2024-02-27,4:50PM,MILLER,BUSINESS 54 AT NORTH EAST VIEW DRIVE,F
ADULT,79,"RICHLAND, MO",MODERATE,YES,2024-02-27,4:50PM,MILLER,BUSINESS 54 AT NORTH EAST VIEW DRIVE,F
ADULT,75,"RICHLAND, MO",MINOR,YES,2024-02-27,4:50PM,MILLER,BUSINESS 54 AT NORTH EAST VIEW DRIVE,F
ADULT,61,"WELLSVILLE, MO",MODERATE,YES,2024-02-26,5:24PM,MONTGOMERY,HIGHWAY B .2 MILES WEST OF SAILOR ROAD,F
ADULT,41,"HOUSTONIA, MO",MODERATE,NO,2024-02-25,2:30PM,GASCONADE,MO 100 AT ROUTE J,F
ADULT,40,"HOUSTONIA, MO",MODERATE,NO,2024-02-25,2:30PM,GASCONADE,MO 100 AT ROUTE J,F
ADULT,64,"SPRINGFIELD, MO",NO INJURY,YES,2024-02-24,2:30PM,CAMDEN,US 54 AT ROUTE U,F
ADULT,48,"LAQUEY, MO",MINOR,YES,2024-02-24,2:30PM,CAMDEN,US 54 AT ROUTE U,F
ADULT,22,"RICHLAND, MO",MINOR,NO,2024-02-23,2:00PM,CAMDEN,MO 7 AT HIGH POINT ROAD,F
ADULT,45,"COLUMBIA, MO",MODERATE,YES,2024-02-22,2:32PM,BOONE,WESTBOUND I-70 DRIVE SOUTHEAST WEST OF MO RT Z,F
ADULT,59,"COLE CAMP, MO",SERIOUS,YES,2024-02-21,4:21PM,MORGAN,ROUTE C 1024 FEET EAST OF KELSAY ROAD,F
ADULT,23,"CASTORLAND, NY",NO INJURY,YES,2024-02-21,4:21PM,MORGAN,ROUTE C 1024 FEET EAST OF KELSAY ROAD,F
ADULT,32,"RUSSELLVILLE, MO",NO INJURY,YES,2024-02-21,4:21PM,MORGAN,ROUTE C 1024 FEET EAST OF KELSAY ROAD,F
ADULT,56,"STOVER, MO",MODERATE,YES,2024-02-21,4:21PM,MORGAN,ROUTE C 1024 FEET EAST OF KELSAY ROAD,F
ADULT,67,"COLE CAMP, MO",MINOR,YES,2024-02-21,4:21PM,MORGAN,ROUTE C 1024 FEET EAST OF KELSAY ROAD,F
ADULT,90,"RICHLAND, MO",MODERATE,NO,2024-02-21,3:25PM,CAMDEN,ROUTE H 1710' WEST OF BENNETT ROAD,F
ADULT,52,"COLUMBIA, MO",MODERATE,NO,2024-02-21,12:34PM,CALLAWAY,US-54 WESTBOUND AT NORTH CALLAWAY HIGH SCHOOL,F
ADULT,63,"COLUMBIA, MO",NO INJURY,YES,2024-02-21,12:34PM,CALLAWAY,US-54 WESTBOUND AT NORTH CALLAWAY HIGH SCHOOL,F
ADULT,29,"NEW FRANKLIN, MO",MODERATE,NO,2024-02-20,11:05PM,HOWARD,ROUTE P WEST OF COUNTY ROAD 448,F
ADULT,28,"HAVRE DE GRACE, MD",MINOR,YES,2024-02-20,7:04AM,CAMDEN,MO 5 SOUTH OF BUS RT 5,F
ADULT,53,"CAMDENTON, MO",FATAL,NO,2024-02-19,5:02PM,CAMDEN,ROUTE D NORTH OF TONKA SPRINGS RD,F
JUVENILE,6,"LAKE OZARK, MO",MODERATE,YES,2024-02-18,2:55PM,MILLER,"450 HWY EE, IBERIA",F
ADULT,20,"IBERIA, MO",SERIOUS,UNKNOWN,2024-02-18,2:55PM,MILLER,"450 HWY EE, IBERIA",F
ADULT,25,"JEFFERSON CITY, MO",MODERATE,YES,2024-02-17,3:44PM,COLE,U.S. 54 JUST WEST OF HONEY CREEK ROAD,F
ADULT,24,"ADAIR, OK",MODERATE,YES,2024-02-17,3:44PM,COLE,U.S. 54 JUST WEST OF HONEY CREEK ROAD,F
JUVENILE,13,"ADAIR, OK (BROTHER OF DRIVER 1)",SERIOUS,NO,2024-02-17,3:44PM,COLE,U.S. 54 JUST WEST OF HONEY CREEK ROAD,F
ADULT,29,"JEFFERSON CITY, MO",SERIOUS,YES,2024-02-17,3:44PM,COLE,U.S. 54 JUST WEST OF HONEY CREEK ROAD,F
JUVENILE,16,"LAKE OZARK, MO",SERIOUS,NO,2024-02-16,9:52PM,MILLER,EASTBOUND ON RIVER ROAD BEFORE OSAGE RIVER BRIDGE ROAD,F
JUVENILE,16,"BRUMLEY, MO",FATAL,YES,2024-02-16,9:52PM,MILLER,EASTBOUND ON RIVER ROAD BEFORE OSAGE RIVER BRIDGE ROAD,F
JUVENILE,15,"ELDON, MO",MINOR,YES,2024-02-16,9:52PM,MILLER,EASTBOUND ON RIVER ROAD BEFORE OSAGE RIVER BRIDGE ROAD,F
JUVENILE,17,"LAKE OZARK, MO",SERIOUS,NO,2024-02-16,9:52PM,MILLER,EASTBOUND ON RIVER ROAD BEFORE OSAGE RIVER BRIDGE ROAD,F
ADULT,60,"TIPTON, MO",MODERATE,NO,2024-02-16,5:46PM,COOPER,"ROUTE T, SOUTH OF ROUND HILL DR.",F
ADULT,38,"FULTON, MO",NO INJURY,YES,2024-02-16,1:20PM,CALLAWAY,"ROUTE NN, I MILE SOUTH OF BUSINESS 54",F
ADULT,52,"FULTON, MO",MODERATE,YES,2024-02-16,1:20PM,CALLAWAY,"ROUTE NN, I MILE SOUTH OF BUSINESS 54",F
ADULT,22,"COLUMBIA, MO",MINOR,NO,2024-02-16,11:40AM,AUDRAIN,MO 22 AT ROUTE NN,F
ADULT,56,"ROCKY MOUNT, MO",FATAL,NO,2024-02-16,10:50AM,MORGAN,"ROUTE W NORTHBOUND, SOUTH OF INDIAN CREEK LANE",F
ADULT,58,"BOONVILLE, MO",MINOR,YES,2024-02-16,8:45AM,BOONE,"I-70 EASTBOUND, 0.5 MILE EAST OF US 40",F
ADULT,44,"FULTON, MO",MINOR,NO,2024-02-14,4:30PM,CALLAWAY,ROUTE JJ 1500 FEET SOUTH OF PRIVATE ROAD LEISURE LAKE DRIVE,F
ADULT,70,"CAMDENTON, MO",FATAL,NO,2024-02-14,10:40AM,CAMDEN,OLD MO 5 AT LONG WAY DRIVE,F
ADULT,68,"ST. ELIZABETH, MO",MINOR,YES,2024-02-14,10:40AM,CAMDEN,OLD MO 5 AT LONG WAY DRIVE,F
ADULT,68,"STOVER, MO",FATAL,NO,2024-02-13,11:14AM,MORGAN,IVY BEND ROAD SOUTH OF MO 135,F
ADULT,72,"COLUMBIA, MO",MODERATE,YES,2024-02-10,12:00PM,BOONE,MO 40 EASTBOUND 0.5 MILE WEST OF I-70,F
ADULT,45,"COLUMBIA, MO",MINOR,YES,2024-02-10,12:00PM,BOONE,MO 40 EASTBOUND 0.5 MILE WEST OF I-70,F
ADULT,28,"LAWRENCE, KS",NO INJURY,YES,2024-02-10,12:00PM,BOONE,MO 40 EASTBOUND 0.5 MILE WEST OF I-70,F
ADULT,32,"FULTON, MO",MINOR,YES,2024-02-10,9:34AM,COLE,WESTBOUND US 54 AT RT D,F
ADULT,43,"DIXON, MO",SERIOUS,YES,2024-02-10,9:34AM,COLE,WESTBOUND US 54 AT RT D,F
JUVENILE,16,"ROCKY MOUNT, MO",MODERATE,YES,2024-02-08,6:00PM,MORGAN,ROUTE Y 1800 FEET NORTH OF RED ARROW ROAD,F
ADULT,46,"ROCKY MOUNT, MO",NO INJURY,YES,2024-02-08,6:00PM,MORGAN,ROUTE Y 1800 FEET NORTH OF RED ARROW ROAD,F
ADULT,33,"LINN, MO",NO INJURY,YES,2024-02-07,8:06PM,OSAGE,US 63 100 FEET NORTH OF COUNTY ROAD 521,F
ADULT,54,"WESTPHALIA, MO",MINOR,YES,2024-02-07,8:06PM,OSAGE,US 63 100 FEET NORTH OF COUNTY ROAD 521,F
ADULT,69,"FREEBURG, MO",NO INJURY,YES,2024-02-07,8:06PM,OSAGE,US 63 100 FEET NORTH OF COUNTY ROAD 521,F
ADULT,51,"ROCKY MOUNT, MO",MINOR,YES,2024-02-07,6:00AM,CALLAWAY,ROUTE O NEAR CO RD 150,F
ADULT,70,"OSAGE BEACH, MO",NO INJURY,YES,2024-02-06,8:35AM,MILLER,US 54 WESTBOUND WEST OF RT FF,F
ADULT,51,"JEFFERSON CITY, MO",NO INJURY,YES,2024-02-06,8:35AM,MILLER,US 54 WESTBOUND WEST OF RT FF,F
ADULT,93,"MOBERLY, MO",MINOR,YES,2024-02-06,8:35AM,MILLER,US 54 WESTBOUND WEST OF RT FF,F
ADULT,54,"FULTON, MO",MINOR,YES,2024-02-05,9:50PM,CALLAWAY,RT. O -- EAST OF COUNTY ROAD 102,F
ADULT,54,"BRUMLEY, MO",SERIOUS,UNKNOWN,2024-02-05,5:51PM,MILLER,MO 42 AT MARTIN ROAD,F
ADULT,47,"IBERIA, MO",FATAL,YES,2024-02-04,12:01AM,MILLER,"139 HWY TT, IBERIA",F
ADULT,54,"KAISER, MO",MINOR,YES,2024-02-03,11:00AM,MILLER,MO 242 AT BLUE RIDGE RD,F
ADULT,73,"BRUMLEY, MO",NO INJURY,YES,2024-02-03,11:00AM,MILLER,MO 242 AT BLUE RIDGE RD,F
ADULT,75,"FAYETTE, MO",NO INJURY,YES,2024-02-01,6:00AM,HOWARD,ROUTE FF AT MO 5,F
ADULT,21,"FAYETTE, MO",MINOR,YES,2024-02-01,6:00AM,HOWARD,ROUTE FF AT MO 5,F
ADULT,23,"ELDON, MO",NO INJURY,YES,2024-01-31,4:04PM,CAMDEN,MO 52 AT US 54,F
ADULT,70,"ELDON, MO",MODERATE,YES,2024-01-31,4:04PM,CAMDEN,MO 52 AT US 54,F
ADULT,31,"FOUNTAIN, CO",MODERATE,YES,2024-01-31,4:04PM,CAMDEN,MO 52 AT US 54,F
ADULT,31,"COLUMBIA, MO",NO INJURY,YES,2024-01-31,2:43PM,BOONE,RT WW AT EL CHAPPARREL,F
ADULT,19,"HOLTS SUMMIT, MO",MINOR,YES,2024-01-31,2:43PM,BOONE,RT WW AT EL CHAPPARREL,F
JUVENILE,15,"LOHMAN, MO",MODERATE,YES,2024-01-30,4:21PM,COLE,ROCKHOUSE RD AND STROBEL RD,F
ADULT,48,"RUSSELLVILLE, MO",NO INJURY,YES,2024-01-30,4:21PM,COLE,ROCKHOUSE RD AND STROBEL RD,F
ADULT,56,"BLUE SPRINGS, MO",MODERATE,YES,2024-01-30,1:10PM,MORGAN,U.S. 50 WESTBOUND AT MO 5 NORTH,F
ADULT,71,"TIPTON, MO",MINOR,YES,2024-01-30,1:10PM,MORGAN,U.S. 50 WESTBOUND AT MO 5 NORTH,F
ADULT,33,"STOUTLAND, MO",MINOR,YES,2024-01-30,11:32AM,CAMDEN,N MO 7 NORTH OF IRONTOWN DRIVE,F
ADULT,38,"ROLLA, MO",MINOR,YES,2024-01-29,1:50PM,MILLER,MO 42 EASTBOUND AT MO 134,F
ADULT,72,"RICHLAND, MO",MINOR,YES,2024-01-29,1:50PM,MILLER,MO 42 EASTBOUND AT MO 134,F
ADULT,79,"RICHLAND, MO (WIFE OF DRIVER 2)",MINOR,YES,2024-01-29,1:50PM,MILLER,MO 42 EASTBOUND AT MO 134,F
ADULT,40,"COLUMBIA, MO",NO INJURY,YES,2024-01-29,8:15AM,BOONE,ROUTE B AT MOUNT ZION CHURCH RD,F
ADULT,34,"FULTON, MO",MINOR,YES,2024-01-29,8:15AM,BOONE,ROUTE B AT MOUNT ZION CHURCH RD,F
ADULT,21,"CENTRALIA, MO",NO INJURY,YES,2024-01-29,8:15AM,BOONE,ROUTE B AT MOUNT ZION CHURCH RD,F
ADULT,25,"COLUMBIA, MO",MINOR,UNKNOWN,2024-01-29,7:17AM,CALLAWAY,I-70 EASTBOUND AT 139.6 MILE MARKER,F
ADULT,52,"KIRKSVILLE, MO",SERIOUS,YES,2024-01-29,4:30AM,MILLER,US 54 WESTBOUND 1874 FT WEST OF OLD TUSCUMBIA RD,F
ADULT,63,"SLATER, MO",SERIOUS,YES,2024-01-25,5:10PM,MONITEAU,US 50 549 FEET NORTH OF KOERKEN-MEIER ROAD,F
ADULT,68,"ASHLAND, MO",MINOR,YES,2024-01-24,5:20AM,CALLAWAY,I-70 WESTBOUND AT 144 MILE MARKER,F
ADULT,58,"ST. ELIZABETH, MO",MINOR,YES,2024-01-22,6:15PM,MILLER,WHALLEN CREEK ROAD 221 FEET WEST OF CHAPPERAL ROAD,F
JUVENILE,17,"ST. ELIZABETH, MO",NO INJURY,YES,2024-01-22,6:15PM,MILLER,WHALLEN CREEK ROAD 221 FEET WEST OF CHAPPERAL ROAD,F
ADULT,40,"FT. LAUDERDALE, FL",FATAL,NO,2024-01-22,1:51AM,CALLAWAY,I70 WESTBOUND AT THE 145.4 MILE MARKER,F
ADULT,42,"ESCONDIDO, CA",NO INJURY,YES,2024-01-22,1:51AM,CALLAWAY,I70 WESTBOUND AT THE 145.4 MILE MARKER,F
ADULT,39,"ST. ANN, MO",MINOR,NO,2024-01-21,1:30AM,CALLAWAY,WESTBOUND I-70 AT THE 151.4 MILE MARKER,F
ADULT,19,"FULTON, MO",MODERATE,NO,2024-01-20,12:15AM,CALLAWAY,COUNTY ROAD 410 EAST OF ROUTE NN,F
ADULT,39,"OSAGE BEACH, MO",MODERATE,NO,2024-01-18,10:00PM,CAMDEN,RT. A AT MIDWAY ROAD,F
ADULT,33,"BRUMLEY, MO",MINOR,NO,2024-01-18,6:45PM,MILLER,CASSIDY ROAD EAST OF MO 134,F
ADULT,72,"COLUMBIA, MO",MINOR,YES,2024-01-18,10:50AM,BOONE,ROUTE B SOUTH OF OAKLAND CHURCH ROAD,F
ADULT,57,"ROBBINSVILLE, NC",NO INJURY,YES,2024-01-18,10:50AM,BOONE,ROUTE B SOUTH OF OAKLAND CHURCH ROAD,F
ADULT,18,"CALIFORNIA, MO",MINOR,NO,2024-01-17,6:25PM,MORGAN,RT C AT RT AA,F
ADULT,56,"ROLLA, MO",MINOR,YES,2024-01-17,6:25PM,MORGAN,RT C AT RT AA,F
JUVENILE,17,"RUSSELVILLE, MO",NO INJURY,YES,2024-01-17,6:25PM,MORGAN,RT C AT RT AA,F
ADULT,56,"FREEBURG, MO",NO INJURY,YES,2024-01-17,12:45PM,OSAGE,MO 89 AT RABBIT RUN TRAIL,F
ADULT,33,"LINN, MO",MODERATE,NO,2024-01-17,12:45PM,OSAGE,MO 89 AT RABBIT RUN TRAIL,F
ADULT,51,"PILOT GROVE, MO",MODERATE,YES,2024-01-16,11:41PM,COOPER,MO 135 JUST NORTH OF CHEYENNE DRIVE,F
JUVENILE,17,"COLUMBIA, MO",MODERATE,YES,2024-01-16,10:50PM,AUDRAIN,54 EASTBOUND AT COUNTY ROAD 834,F
ADULT,48,KEOKUK IA,NO INJURY,YES,2024-01-16,10:50PM,AUDRAIN,54 EASTBOUND AT COUNTY ROAD 834,F
ADULT,18,"KANSAS CITY, MO",MINOR,YES,2024-01-16,1:56PM,COLE,MO 179 0.75 MILE SOUTH OF MARION,F
ADULT,83,"BOONVILLE, MO",MINOR,NO,2024-01-16,10:00AM,COOPER,WESTBOUND INTERSTATE 70 AT THE MO 87 EXIT,F
ADULT,40,"OWENSVILLE, MO",NO INJURY,YES,2024-01-15,5:29PM,GASCONADE,ROUTE EE 0.8 MILE SOUTH OF HECKER ROAD,F
ADULT,33,"GERALD, MO",MINOR,NO,2024-01-15,5:29PM,GASCONADE,ROUTE EE 0.8 MILE SOUTH OF HECKER ROAD,F
ADULT,43,"GERALD, MO",MINOR,NO,2024-01-13,7:50PM,COLE,3126 SOUTHWOOD HILLS ROAD,F
ADULT,57,"ROACH, MO",SERIOUS,NO,2024-01-13,4:28PM,CAMDEN,"LOWER PRAIRIE HOLLOW ROAD APPROXIMATELY 1,399 FEET SOUTH OF LAURA HUFFERD ROAD",F
ADULT,64,"LATHAM, MO",NO INJURY,NO,2024-01-12,4:08PM,MORGAN,MT. ZION RD AT PRAIRIE VALLEY RD.,F
ADULT,34,"STOVER, MO",MODERATE,YES,2024-01-12,4:08PM,MORGAN,MT. ZION RD AT PRAIRIE VALLEY RD.,F
ADULT,29,"FAYETTE, MO",MODERATE,NO,2024-01-10,4:09PM,COOPER,17598 JACKSON ROAD,F
ADULT,33,"BOONVILLE, MO",SERIOUS,NO,2024-01-10,4:09PM,COOPER,17598 JACKSON ROAD,F
ADULT,81,"NEW BLOOMFIELD, MO",FATAL,NO,2024-01-09,9:15AM,CALLAWAY,PRIVATE DRIVE AT 4604 COUNTY ROAD 432,F
ADULT,27,COLUMBIA MO,MINOR,UNKNOWN,2024-01-08,4:40PM,CALLAWAY,ROUTE JJ SOUTH OF ROUTE Z,F
ADULT,83,"FULTON, MO",NO INJURY,YES,2024-01-08,4:40PM,CALLAWAY,ROUTE JJ SOUTH OF ROUTE Z,F
ADULT,27,"CENTRALIA, MO",MINOR,YES,2024-01-08,2:10PM,BOONE,MO 124 AT EAST DAVIS ROAD,F
ADULT,54,"COLUMBIA, MO",MINOR,YES,2024-01-08,2:10PM,BOONE,MO 124 AT EAST DAVIS ROAD,F
ADULT,62,"LAKE OZARK, MO",SERIOUS,NO,2024-01-08,1:08PM,MORGAN,US 50 -- .5 MILE WEST OF RT. A,F
ADULT,21,"SEDALIA, MO",NO INJURY,YES,2024-01-08,1:08PM,MORGAN,US 50 -- .5 MILE WEST OF RT. A,F
ADULT,39,"NORTHFIELD, MN",MINOR,YES,2024-01-07,1:45PM,OSAGE,COUNTY ROAD 801 EAST OF PVT PINE TRL,F
ADULT,60,"ST. PAUL, MN",MINOR,YES,2024-01-04,4:50PM,MORGAN,32100 HIGHWAY 135,F
ADULT,31,"HOLTS SUMMIT, MO",SERIOUS,NO,2024-01-02,11:12PM,CALLAWAY,COUNTY ROAD 304 WEST OF ROUTE F,F
ADULT,20,"STOVER, MO",MINOR,YES,2023-12-31,6:20AM,MORGAN,ROUTE J NEAR REDS WAY,F
ADULT,26,"MONTGOMERY CITY, MO",MODERATE,YES,2023-12-30,7:10PM,MONTGOMERY,MO 19 -- .5 MILE SOUTH OF LOUTRE ROAD,F
ADULT,25,"MONTGOMERY CITY, MO",MINOR,YES,2023-12-30,7:10PM,MONTGOMERY,MO 19 -- .5 MILE SOUTH OF LOUTRE ROAD,F
ADULT,50,"HAZELWOOD, MO",MINOR,YES,2023-12-30,7:10PM,MONTGOMERY,MO 19 -- .5 MILE SOUTH OF LOUTRE ROAD,F
ADULT,61,"HAZELWOOD, MO",MINOR,YES,2023-12-30,7:10PM,MONTGOMERY,MO 19 -- .5 MILE SOUTH OF LOUTRE ROAD,F
ADULT,23,"FLORISSANT, MO",MINOR,YES,2023-12-30,9:44AM,AUDRAIN,MISSOURI 15 40 FT SOUTH OF COUNTY ROAD 332,F
ADULT,24,"ST THOMAS, MO",MINOR,YES,2023-12-30,8:11AM,COLE,US 50 EASTBOUND EAST OF MARINA ROAD,F
JUVENILE,16,"LOHMAN, MO",NO INJURY,YES,2023-12-27,6:20PM,COLE,ZION ROAD AT CEDAR BEND ROAD,F
JUVENILE,14,"RUSSELLVILLE, MO",MINOR,YES,2023-12-27,6:20PM,COLE,ZION ROAD AT CEDAR BEND ROAD,F
ADULT,30,"JEFFERSON CITY, MO",NO INJURY,YES,2023-12-27,3:50PM,BOONE,EB MO 124 AT ROUTE U,F
ADULT,73,"STURGEON, MO",MODERATE,YES,2023-12-27,3:50PM,BOONE,EB MO 124 AT ROUTE U,F
ADULT,22,"COLUMBIA, MO",MODERATE,YES,2023-12-27,5:35AM,CALLAWAY,US 54 WESTBOUND 290' EAST OF MIDDLE RIVER BRIDGE,F
ADULT,18,"HOLTS SUMMIT, MO",MODERATE,YES,2023-12-27,5:35AM,CALLAWAY,US 54 WESTBOUND 290' EAST OF MIDDLE RIVER BRIDGE,F
ADULT,44,"JEFFERSON CITY, MO",MODERATE,YES,2023-12-27,5:35AM,CALLAWAY,US 54 WESTBOUND 290' EAST OF MIDDLE RIVER BRIDGE,F
ADULT,51,"MOBERLY, MO",MINOR,YES,2023-12-26,10:50AM,AUDRAIN,MO 22 AT AUDRAIN COUNTY ROAD 208,F
ADULT,61,"COLUMBIA, MO",MODERATE,YES,2023-12-24,9:15PM,BOONE,FORUM BOULEVARD AT WOODRAIL AVENUE,F
ADULT,20,"COLUMBIA, MO",NO INJURY,NO,2023-12-24,9:15PM,BOONE,FORUM BOULEVARD AT WOODRAIL AVENUE,F
ADULT,48,"SEDALIA, MO",NO INJURY,YES,2023-12-24,1:50PM,MORGAN,ROUTE W 0.1 MILES SOUTH OF ROUTE AA,F
JUVENILE,12,"SEDALIA, MO",MINOR,YES,2023-12-24,1:50PM,MORGAN,ROUTE W 0.1 MILES SOUTH OF ROUTE AA,F
JUVENILE,16,"MONTREAL, MO",MINOR,UNKNOWN,2023-12-23,10:30AM,MILLER,MO 42 .7 MILES EAST OF MILL CREEK ROAD,F
ADULT,26,"HOLTS SUMMIT, MO",MINOR,NO,2023-12-23,5:45AM,COLE,US 54 E 1 MI E OF MO 17,F
ADULT,24,"OTTERVILLE, MO",MODERATE,YES,2023-12-22,10:53PM,COOPER,ROUTE E AT MISSOURI 5,F
ADULT,20,"HUGHESVILLE, MO",NO INJURY,YES,2023-12-22,10:53PM,COOPER,ROUTE E AT MISSOURI 5,F
ADULT,62,"WHEATLAND, MO",MODERATE,YES,2023-12-22,6:18PM,MORGAN,MO 135 1399 FT SOUTH OF COTTONWOOD RD,F
ADULT,67,"STOVER, MO",MODERATE,NO,2023-12-22,6:18PM,MORGAN,MO 135 1399 FT SOUTH OF COTTONWOOD RD,F
ADULT,35,"GLASGOW, MO",MINOR,EXEMPT,2023-12-22,6:00AM,HOWARD,MO 87 SOUTH OF COUNTY ROAD 306,F
ADULT,55,"GRAVIOS MILLS, MO",MINOR,YES,2023-12-22,2:50AM,MORGAN,MO 5 300 FEET NORTH OF ROUTE MM,F
ADULT,34,"CLARK, MO",MODERATE,NO,2023-12-21,10:30PM,AUDRAIN,AUDRAIN ROAD 151 JUST SOUTH OF AUDRAIN ROAD 132,F
ADULT,41,"COLUMBIA, MO",MINOR,YES,2023-12-21,1:30AM,COOPER,I-70 WESTBOUND 112.8 MILE MARKER,F
ADULT,29,"EUGENE, MO",MINOR,NO,2023-12-20,1:23PM,COLE,MO 179 AT SCOTT STATION ROAD,F
ADULT,30,"HOLTS SUMMIT, MO",MINOR,NO,2023-12-20,1:23PM,COLE,MO 179 AT SCOTT STATION ROAD,F
ADULT,53,"PALMYRA, MO",MODERATE,YES,2023-12-18,1:58PM,AUDRAIN,RT. J -- JUST WEST OF RT. O,F
ADULT,18,"ELDON, MO",MINOR,YES,2023-12-17,4:00AM,MILLER,119 DOYLE ROAD,F
ADULT,20,"FULTON, MO",NO INJURY,NO,2023-12-17,2:00AM,CALLAWAY,CR 105 -- NORTH OF EUNICE ROAD,F
ADULT,21,"FULTON, MO",MODERATE,NO,2023-12-17,2:00AM,CALLAWAY,CR 105 -- NORTH OF EUNICE ROAD,F
ADULT,28,"FULTON, MO",MODERATE,NO,2023-12-17,2:00AM,CALLAWAY,CR 105 -- NORTH OF EUNICE ROAD,F
ADULT,65,"NELSON, MO",NO INJURY,YES,2023-12-16,5:18PM,COOPER,OLD HWY 40 AT DUNKLES DRIVE,F
JUVENILE,15,"BOONVILLE, MO",SERIOUS,NO,2023-12-16,5:18PM,COOPER,OLD HWY 40 AT DUNKLES DRIVE,F
ADULT,65,"NEW FRANKLIN, MO",FATAL,NO,2023-12-16,4:00PM,HOWARD,MISSOURI 5 SOUTH OF COUNTY ROAD 345,F
ADULT,42,"MOBERLY, MO",MODERATE,NO,2023-12-16,1:51AM,HOWARD,MO 124 WESTBOUND WEST OF COUNTY ROAD 409,F
ADULT,39,"ST. LOUIS, MO",FATAL,NO,2023-12-16,1:51AM,HOWARD,MO 124 WESTBOUND WEST OF COUNTY ROAD 409,F
ADULT,22,"JEFFERSON CITY, MO",MODERATE,YES,2023-12-15,8:33PM,COLE,WEST EDGEWOOD AT MISSOURI 179,F
ADULT,69,"JEFFERSON CITY, MO",SERIOUS,YES,2023-12-15,8:33PM,COLE,WEST EDGEWOOD AT MISSOURI 179,F
ADULT,18,"BLAND, MO",MINOR,YES,2023-12-15,7:05AM,GASCONADE,"ROUTE B, 116 FEET SOUTH OX BAXTER ROAD",F
ADULT,19,"LINN, MO",MODERATE,NO,2023-12-15,4:20AM,OSAGE,"ROUTE U, .5 MILE NORTH OF COUNTY ROAD 621",F
ADULT,47,"TIPTON, MO",FATAL,YES,2023-12-14,11:30PM,MORGAN,US 50 EASTBOUND AT MISSOURI 5,F
ADULT,69,FULTON MO,MODERATE,YES,2023-12-13,5:14PM,BOONE,ROUTE WW EAST OF PURDY LANE,F
ADULT,23,"COLUMBIA, MO",NO INJURY,YES,2023-12-13,5:14PM,BOONE,ROUTE WW EAST OF PURDY LANE,F
